shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1510_shp,38.053510000000003,-84.505030000000005,51752,5771.9634740000001
1510_shp,38.05415,-84.505750000000006,51753,6083.8991340000002
1510_shp,38.054630000000003,-84.506460000000004,51754,6352.8836950000004
1510_shp,38.055869999999999,-84.508470000000003,51755,7086.9760290000004
1510_shp,38.055869999999999,-84.508470000000003,51756,7086.9760290000004
1510_shp,38.060220000000001,-84.515140000000002,51757,9576.5352170000006
1510_shp,38.062600000000003,-84.519049999999993,51758,10997.301890000001
1510_shp,38.062600000000003,-84.519049999999993,51759,10997.301890000001
1510_shp,38.063949999999998,-84.521029999999996,51760,11750.08259
1510_shp,38.063949999999998,-84.521029999999996,51761,11750.08259
1510_shp,38.067010000000003,-84.525480000000002,51762,13448.08641
1510_shp,38.067010000000003,-84.525480000000002,51763,13448.08641
1510_shp,38.067520000000002,-84.526150000000001,51764,13715.857851999999
1510_shp,38.069139999999997,-84.528700000000001,51765,14657.662469000001
1510_shp,38.069139999999997,-84.528700000000001,51766,14657.662469000001
1510_shp,38.072029999999998,-84.532920000000004,51767,16265.014079
1510_shp,38.072029999999998,-84.532920000000004,51768,16265.014079
1510_shp,38.075380000000003,-84.538150000000002,51769,18202.820625
1510_shp,38.0794,-84.535920000000004,51770,19801.326786000001
1510_shp,38.077869999999997,-84.531670000000005,51771,21145.620200000001
1510_shp,38.077869999999997,-84.531670000000005,51772,21145.620200000001
1510_shp,38.079479999999997,-84.536100000000005,51773,22549.151056999999
1510_shp,38.079650000000001,-84.536689999999993,51774,22729.915833999999
1510_shp,38.079650000000001,-84.536689999999993,51775,22729.915833999999
1510_shp,38.079929999999997,-84.537319999999994,51776,22937.963393999999
1510_shp,38.080710000000003,-84.538659999999993,51777,23416.986563999999
1510_shp,38.079949999999997,-84.539490000000001,51778,23782.609665
1510_shp,38.079949999999997,-84.539490000000001,51779,23782.609665
1510_shp,38.078290000000003,-84.541290000000004,51780,24578.792481
